Id,task_1,task_2
data/test/melanoma/ISIC_0012258.jpg,0.00361936,0.000269527
data/test/melanoma/ISIC_0012356.jpg,0.0923471,0.000624971
data/test/melanoma/ISIC_0012369.jpg,0.000113873,1.0719e-11
data/test/melanoma/ISIC_0012395.jpg,6.12498e-06,0.999994
data/test/melanoma/ISIC_0012425.jpg,8.47347e-15,1.39262e-14
data/test/melanoma/ISIC_0012758.jpg,9.33658e-15,0.0
data/test/melanoma/ISIC_0012989.jpg,0.999901,9.90492e-05
data/test/melanoma/ISIC_0013072.jpg,0.999772,3.892e-08
data/test/melanoma/ISIC_0013073.jpg,0.930656,4.90784e-06
data/test/melanoma/ISIC_0013242.jpg,1.13367e-08,2.48399e-09
data/test/melanoma/ISIC_0013277.jpg,0.579325,0.299182
data/test/melanoma/ISIC_0013321.jpg,9.61952e-15,1.0
data/test/melanoma/ISIC_0013374.jpg,0.999034,6.12571e-13
data/test/melanoma/ISIC_0013411.jpg,1.92135e-14,8.51128e-14
data/test/melanoma/ISIC_0013414.jpg,2.21044e-23,2.51126e-30
data/test/melanoma/ISIC_0013455.jpg,7.87752e-07,2.05998e-29
data/test/melanoma/ISIC_0013457.jpg,0.790798,0.2092
data/test/melanoma/ISIC_0013459.jpg,0.959632,0.0240819
data/test/melanoma/ISIC_0013472.jpg,0.0758467,2.31355e-14
data/test/melanoma/ISIC_0013473.jpg,9.97801e-17,1.0
data/test/melanoma/ISIC_0013565.jpg,0.341474,0.277711
data/test/melanoma/ISIC_0013577.jpg,0.00180522,0.998195
data/test/melanoma/ISIC_0013588.jpg,0.0109773,0.989023
data/test/melanoma/ISIC_0013615.jpg,2.5636e-05,0.998114
data/test/melanoma/ISIC_0013617.jpg,0.297647,0.162854
data/test/melanoma/ISIC_0013636.jpg,4.03218e-07,8.91121e-28
data/test/melanoma/ISIC_0013678.jpg,4.99492e-21,1.0
data/test/melanoma/ISIC_0013696.jpg,0.949859,0.0436679
data/test/melanoma/ISIC_0013733.jpg,8.88544e-15,0.0
data/test/melanoma/ISIC_0013739.jpg,7.20311e-24,1.0
data/test/melanoma/ISIC_0013766.jpg,0.000632969,8.23633e-22
data/test/melanoma/ISIC_0013767.jpg,3.27982e-07,2.88844e-07
data/test/melanoma/ISIC_0013813.jpg,0.41563,0.58437
data/test/melanoma/ISIC_0013814.jpg,0.999743,0.000257085
data/test/melanoma/ISIC_0013833.jpg,0.0712839,0.436869
data/test/melanoma/ISIC_0013842.jpg,1.17579e-14,4.46518e-12
data/test/melanoma/ISIC_0013867.jpg,0.20587,0.00201519
data/test/melanoma/ISIC_0013908.jpg,5.41775e-11,1.0
data/test/melanoma/ISIC_0013917.jpg,0.118785,1.64204e-12
data/test/melanoma/ISIC_0013925.jpg,1.19788e-05,0.999988
data/test/melanoma/ISIC_0013948.jpg,4.70556e-09,3.23226e-05
data/test/melanoma/ISIC_0013953.jpg,0.00366868,0.0518468
data/test/melanoma/ISIC_0013987.jpg,0.890704,0.091736
data/test/melanoma/ISIC_0013988.jpg,0.00280359,0.997196
data/test/melanoma/ISIC_0014027.jpg,3.60962e-07,0.854834
data/test/melanoma/ISIC_0014059.jpg,5.4336e-07,5.36021e-18
data/test/melanoma/ISIC_0014077.jpg,0.966576,0.00111791
data/test/melanoma/ISIC_0014103.jpg,5.46794e-23,2.14154e-38
data/test/melanoma/ISIC_0014110.jpg,0.207719,0.000324451
data/test/melanoma/ISIC_0014129.jpg,0.00593192,7.95351e-06
data/test/melanoma/ISIC_0014148.jpg,0.996279,0.00260401
data/test/melanoma/ISIC_0014160.jpg,0.0921674,1.62447e-13
data/test/melanoma/ISIC_0014181.jpg,1.91614e-09,1.0
data/test/melanoma/ISIC_0014186.jpg,2.99957e-06,0.0284704
data/test/melanoma/ISIC_0014219.jpg,3.92285e-05,2.69289e-15
data/test/melanoma/ISIC_0014221.jpg,2.73178e-10,5.79022e-34
data/test/melanoma/ISIC_0014233.jpg,7.47497e-08,0.999991
data/test/melanoma/ISIC_0014255.jpg,2.2409e-13,0.0
data/test/melanoma/ISIC_0014270.jpg,0.511239,0.000915046
data/test/melanoma/ISIC_0014284.jpg,0.00033573,1.2917e-07
data/test/melanoma/ISIC_0014288.jpg,0.988141,0.00976867
data/test/melanoma/ISIC_0014319.jpg,0.736424,0.00944978
data/test/melanoma/ISIC_0014336.jpg,0.855901,0.141371
data/test/melanoma/ISIC_0014349.jpg,0.78353,0.194206
data/test/melanoma/ISIC_0014369.jpg,0.00890536,1.46003e-09
data/test/melanoma/ISIC_0014423.jpg,0.0179015,0.173781
data/test/melanoma/ISIC_0014434.jpg,9.76049e-10,0.999818
data/test/melanoma/ISIC_0014454.jpg,0.531751,1.3181e-10
data/test/melanoma/ISIC_0014478.jpg,4.29187e-05,8.48196e-16
data/test/melanoma/ISIC_0014489.jpg,0.998613,3.76884e-06
data/test/melanoma/ISIC_0014506.jpg,0.982126,0.0177619
data/test/melanoma/ISIC_0014513.jpg,0.135999,0.229961
data/test/melanoma/ISIC_0014541.jpg,0.00308444,6.33949e-24
data/test/melanoma/ISIC_0014542.jpg,6.12387e-16,8.99665e-13
data/test/melanoma/ISIC_0014546.jpg,0.303104,0.061855
data/test/melanoma/ISIC_0014548.jpg,0.0121579,1.38631e-20
data/test/melanoma/ISIC_0014559.jpg,0.175594,4.10478e-06
data/test/melanoma/ISIC_0014663.jpg,0.968085,0.027145
data/test/melanoma/ISIC_0014666.jpg,0.00218503,0.0853902
data/test/melanoma/ISIC_0014695.jpg,0.00569885,0.584733
data/test/melanoma/ISIC_0014703.jpg,0.213234,8.42661e-10
data/test/melanoma/ISIC_0014727.jpg,1.2541e-12,4.51421e-36
data/test/melanoma/ISIC_0014766.jpg,0.261559,0.330813
data/test/melanoma/ISIC_0014772.jpg,0.969178,7.34938e-07
data/test/melanoma/ISIC_0014784.jpg,1.73533e-07,0.34514
data/test/melanoma/ISIC_0014790.jpg,1.69733e-08,1.5989e-17
data/test/melanoma/ISIC_0014800.jpg,0.0010278,6.93031e-13
